cik,industry,source_sector,ticker,company
1582249,biotech,Drugs (Biotechnology),OTCPK:RASP,"Actavia Life Sciences, Inc. (OTCPK:RASP)"
1582554,biotech,Drugs (Biotechnology),NYSEAM:MTNB,"Matinas BioPharma Holdings, Inc. (NYSEAM:MTNB)"
1583648,biotech,Drugs (Biotechnology),NasdaqCM:PVLA,"Palvella Therapeutics, Inc. (NasdaqCM:PVLA)"
1589150,biotech,Drugs (Biotechnology),OTCPK:RGBP,"Regen BioPharma, Inc. (OTCPK:RGBP)"
1590750,biotech,Drugs (Biotechnology),NasdaqCM:VRDN,"Viridian Therapeutics, Inc. (NasdaqCM:VRDN)"
1590877,biotech,Drugs (Biotechnology),NasdaqGS:RGNX,REGENXBIO Inc. (NasdaqGS:RGNX)
1595097,biotech,Drugs (Biotechnology),NasdaqCM:CRBP,"Corbus Pharmaceuticals Holdings, Inc. (NasdaqCM:CRBP)"
1595248,biotech,Drugs (Biotechnology),NasdaqCM:GNPX,"Genprex, Inc. (NasdaqCM:GNPX)"
1596062,biotech,Drugs (Biotechnology),OTCPK:QBIO,Q BioMed Inc. (OTCPK:QBIO)
1598646,biotech,Drugs (Biotechnology),NasdaqCM:NERV,"Minerva Neurosciences, Inc. (NasdaqCM:NERV)"
1599298,biotech,Drugs (Biotechnology),NasdaqGM:SMMT,Summit Therapeutics Inc. (NasdaqGM:SMMT)
1601485,biotech,Drugs (Biotechnology),NasdaqCM:ELTX,"Elicio Therapeutics, Inc. (NasdaqCM:ELTX)"
1601830,biotech,Drugs (Biotechnology),NasdaqGS:RXRX,"Recursion Pharmaceuticals, Inc. (NasdaqGS:RXRX)"
1603345,biotech,Drugs (Biotechnology),OTCPK:AGTX,Agentix Corp. (OTCPK:AGTX)
1603454,biotech,Drugs (Biotechnology),NasdaqCM:CELC,Celcuity Inc. (NasdaqCM:CELC)
1603978,biotech,Drugs (Biotechnology),NasdaqCM:AQB,"AquaBounty Technologies, Inc. (NasdaqCM:AQB)"
1604464,biotech,Drugs (Biotechnology),NasdaqGS:ATRA,"Atara Biotherapeutics, Inc. (NasdaqGS:ATRA)"
1604477,biotech,Drugs (Biotechnology),OTCPK:SQZB,SQZ Biotechnologies Company (OTCPK:SQZB)
1604821,biotech,Drugs (Biotechnology),NasdaqGS:NTRA,"Natera, Inc. (NasdaqGS:NTRA)"
1607678,biotech,Drugs (Biotechnology),NasdaqCM:VKTX,"Viking Therapeutics, Inc. (NasdaqCM:VKTX)"
1609809,biotech,Drugs (Biotechnology),NasdaqGS:MCRB,"Seres Therapeutics, Inc. (NasdaqGS:MCRB)"
1610618,biotech,Drugs (Biotechnology),NasdaqCM:CDTX,"Cidara Therapeutics, Inc. (NasdaqCM:CDTX)"
1614067,biotech,Drugs (Biotechnology),OTCPK:ARDS,"Aridis Pharmaceuticals, Inc. (OTCPK:ARDS)"
1615219,biotech,Drugs (Biotechnology),NasdaqCM:SLRX,"Salarius Pharmaceuticals, Inc. (NasdaqCM:SLRX)"
1619856,biotech,Drugs (Biotechnology),NasdaqGS:CRBU,"Caribou Biosciences, Inc. (NasdaqGS:CRBU)"
1622057,biotech,Drugs (Biotechnology),OTCPK:NBIO,"Nascent Biotech, Inc. (OTCPK:NBIO)"
1622229,biotech,Drugs (Biotechnology),NasdaqGS:COGT,"Cogent Biosciences, Inc. (NasdaqGS:COGT)"
1623526,biotech,Drugs (Biotechnology),NasdaqGS:STOK,"Stoke Therapeutics, Inc. (NasdaqGS:STOK)"
1626878,biotech,Drugs (Biotechnology),NasdaqGS:XBIT,XBiotech Inc. (NasdaqGS:XBIT)
1626971,biotech,Drugs (Biotechnology),NasdaqGM:CRVS,"Corvus Pharmaceuticals, Inc. (NasdaqGM:CRVS)"
1628171,biotech,Drugs (Biotechnology),NasdaqGS:RVMD,"Revolution Medicines, Inc. (NasdaqGS:RVMD)"
1636282,biotech,Drugs (Biotechnology),NasdaqGS:SYRE,"Spyre Therapeutics, Inc. (NasdaqGS:SYRE)"
1636651,biotech,Drugs (Biotechnology),NasdaqCM:OVID,Ovid Therapeutics Inc. (NasdaqCM:OVID)
1637715,biotech,Drugs (Biotechnology),NasdaqGM:OKUR,"OnKure Therapeutics, Inc. (NasdaqGM:OKUR)"
1638287,biotech,Drugs (Biotechnology),NasdaqCM:MTVA,MetaVia Inc. (NasdaqCM:MTVA)
1640266,biotech,Drugs (Biotechnology),NasdaqGS:VYGR,"Voyager Therapeutics, Inc. (NasdaqGS:VYGR)"
1641281,biotech,Drugs (Biotechnology),NasdaqCM:BOLT,"Bolt Biotherapeutics, Inc. (NasdaqCM:BOLT)"
1641489,biotech,Drugs (Biotechnology),NasdaqCM:VTVT,vTv Therapeutics Inc. (NasdaqCM:VTVT)
1642380,biotech,Drugs (Biotechnology),NasdaqCM:IMDX,Insight Molecular Diagnostics Inc. (NasdaqCM:IMDX)
1645460,biotech,Drugs (Biotechnology),NasdaqCM:CUE,"Cue Biopharma, Inc. (NasdaqCM:CUE)"
1645469,biotech,Drugs (Biotechnology),NasdaqCM:MNPR,Monopar Therapeutics Inc. (NasdaqCM:MNPR)
1645666,biotech,Drugs (Biotechnology),NasdaqCM:KZR,"Kezar Life Sciences, Inc. (NasdaqCM:KZR)"
1649094,biotech,Drugs (Biotechnology),NasdaqGS:PCVX,"Vaxcyte, Inc. (NasdaqGS:PCVX)"
1649904,biotech,Drugs (Biotechnology),NasdaqGM:RYTM,"Rhythm Pharmaceuticals, Inc. (NasdaqGM:RYTM)"
1649989,biotech,Drugs (Biotechnology),NasdaqCM:OTLK,"Outlook Therapeutics, Inc. (NasdaqCM:OTLK)"
1650648,biotech,Drugs (Biotechnology),NasdaqGS:FDMT,"4D Molecular Therapeutics, Inc. (NasdaqGS:FDMT)"
1650664,biotech,Drugs (Biotechnology),NasdaqGS:EDIT,"Editas Medicine, Inc. (NasdaqGS:EDIT)"
1652130,biotech,Drugs (Biotechnology),NasdaqGM:NTLA,"Intellia Therapeutics, Inc. (NasdaqGM:NTLA)"
1652935,biotech,Drugs (Biotechnology),NasdaqGM:ACTU,"Actuate Therapeutics, Inc. (NasdaqGM:ACTU)"
1653087,biotech,Drugs (Biotechnology),NasdaqGS:ALEC,"Alector, Inc. (NasdaqGS:ALEC)"
1659617,biotech,Drugs (Biotechnology),NasdaqCM:MBRX,"Moleculin Biotech, Inc. (NasdaqCM:MBRX)"
1661059,biotech,Drugs (Biotechnology),NasdaqGS:NXTC,"NextCure, Inc. (NasdaqGS:NXTC)"
1661181,biotech,Drugs (Biotechnology),NasdaqCM:ORGO,Organogenesis Holdings Inc. (NasdaqCM:ORGO)
1661998,biotech,Drugs (Biotechnology),NasdaqCM:QTTB,Q32 Bio Inc. (NasdaqCM:QTTB)
1662579,biotech,Drugs (Biotechnology),NasdaqGS:CCCC,"C4 Therapeutics, Inc. (NasdaqGS:CCCC)"
1662774,biotech,Drugs (Biotechnology),NasdaqGS:QNCX,"Quince Therapeutics, Inc. (NasdaqGS:QNCX)"
1663038,biotech,Drugs (Biotechnology),OTCPK:QTZM,Quantumzyme Corp. (OTCPK:QTZM)
1664710,biotech,Drugs (Biotechnology),NasdaqGM:KROS,"Keros Therapeutics, Inc. (NasdaqGM:KROS)"
1668243,biotech,Drugs (Biotechnology),NasdaqGM:URGN,UroGen Pharma Ltd. (NasdaqGM:URGN)
1671584,biotech,Drugs (Biotechnology),NasdaqCM:APVO,Aptevo Therapeutics Inc. (NasdaqCM:APVO)
1671858,biotech,Drugs (Biotechnology),NasdaqGM:SPRY,"ARS Pharmaceuticals, Inc. (NasdaqGM:SPRY)"
1672688,biotech,Drugs (Biotechnology),NasdaqGS:ABSI,Absci Corporation (NasdaqGS:ABSI)
1676725,biotech,Drugs (Biotechnology),NasdaqGS:IDYA,"IDEAYA Biosciences, Inc. (NasdaqGS:IDYA)"
1677077,biotech,Drugs (Biotechnology),NasdaqCM:ALZN,"Alzamend Neuro, Inc. (NasdaqCM:ALZN)"
1677940,biotech,Drugs (Biotechnology),NasdaqCM:BYSI,BeyondSpring Inc. (NasdaqCM:BYSI)
1678660,biotech,Drugs (Biotechnology),NasdaqGS:PRLD,Prelude Therapeutics Incorporated (NasdaqGS:PRLD)
1680048,biotech,Drugs (Biotechnology),NasdaqCM:MBIO,"Mustang Bio, Inc. (NasdaqCM:MBIO)"
1680367,biotech,Drugs (Biotechnology),NasdaqGS:STTK,"Shattuck Labs, Inc. (NasdaqGS:STTK)"
1681087,biotech,Drugs (Biotechnology),NasdaqGM:TECX,"Tectonic Therapeutic, Inc. (NasdaqGM:TECX)"
1682852,biotech,Drugs (Biotechnology),NasdaqGS:MRNA,"Moderna, Inc. (NasdaqGS:MRNA)"
1683553,biotech,Drugs (Biotechnology),NasdaqCM:SPRB,"Spruce Biosciences, Inc. (NasdaqCM:SPRB)"
1689375,biotech,Drugs (Biotechnology),NasdaqGM:TRDA,"Entrada Therapeutics, Inc. (NasdaqGM:TRDA)"
1689548,biotech,Drugs (Biotechnology),NasdaqGS:PRAX,"Praxis Precision Medicines, Inc. (NasdaqGS:PRAX)"
1690080,biotech,Drugs (Biotechnology),NasdaqCM:ETHZ,ETHZilla Corporation (NasdaqCM:ETHZ)
1690585,biotech,Drugs (Biotechnology),NasdaqCM:DNTH,"Dianthus Therapeutics, Inc. (NasdaqCM:DNTH)"
1697532,biotech,Drugs (Biotechnology),NasdaqCM:APLT,"Applied Therapeutics, Inc. (NasdaqCM:APLT)"
1698530,biotech,Drugs (Biotechnology),NasdaqCM:XCUR,"Exicure, Inc. (NasdaqCM:XCUR)"
1699031,biotech,Drugs (Biotechnology),NasdaqGS:GRAL,"GRAIL, Inc. (NasdaqGS:GRAL)"
1699382,biotech,Drugs (Biotechnology),NasdaqGS:PMVP,"PMV Pharmaceuticals, Inc. (NasdaqGS:PMVP)"
1701108,biotech,Drugs (Biotechnology),NasdaqGS:SPRO,"Spero Therapeutics, Inc. (NasdaqGS:SPRO)"
1701478,biotech,Drugs (Biotechnology),NYSEAM:AZTR,"Azitra, Inc. (NYSEAM:AZTR)"
1701541,biotech,Drugs (Biotechnology),NasdaqGS:BDTX,"Black Diamond Therapeutics, Inc. (NasdaqGS:BDTX)"
1703647,biotech,Drugs (Biotechnology),NasdaqCM:KRRO,"Korro Bio, Inc. (NasdaqCM:KRRO)"
1705843,biotech,Drugs (Biotechnology),NasdaqCM:CBUS,"Cibus, Inc. (NasdaqCM:CBUS)"
1706431,biotech,Drugs (Biotechnology),NasdaqGS:VIR,"Vir Biotechnology, Inc. (NasdaqGS:VIR)"
1707502,biotech,Drugs (Biotechnology),NasdaqGS:SLDB,Solid Biosciences Inc. (NasdaqGS:SLDB)
1708527,biotech,Drugs (Biotechnology),NasdaqCM:ELUT,Elutia Inc. (NasdaqCM:ELUT)
1708599,biotech,Drugs (Biotechnology),NYSEAM:SER,"Serina Therapeutics, Inc. (NYSEAM:SER)"
1711279,biotech,Drugs (Biotechnology),NasdaqGS:KRYS,"Krystal Biotech, Inc. (NasdaqGS:KRYS)"
1711754,biotech,Drugs (Biotechnology),NasdaqCM:INMB,"INmune Bio, Inc. (NasdaqCM:INMB)"
1712762,biotech,Drugs (Biotechnology),NasdaqCM:BIAF,"bioAffinity Technologies, Inc. (NasdaqCM:BIAF)"
1714899,biotech,Drugs (Biotechnology),NasdaqGS:DNLI,Denali Therapeutics Inc. (NasdaqGS:DNLI)
1716947,biotech,Drugs (Biotechnology),NasdaqCM:ENSC,"Ensysce Biosciences, Inc. (NasdaqCM:ENSC)"
1720580,biotech,Drugs (Biotechnology),NasdaqCM:ACET,"Adicet Bio, Inc. (NasdaqCM:ACET)"
1720893,biotech,Drugs (Biotechnology),NasdaqCM:BTAI,"BioXcel Therapeutics, Inc. (NasdaqCM:BTAI)"
1721484,biotech,Drugs (Biotechnology),NasdaqCM:LGVN,Longeveron Inc. (NasdaqCM:LGVN)
1724521,biotech,Drugs (Biotechnology),NYSE:RCUS,"Arcus Biosciences, Inc. (NYSE:RCUS)"
1725160,biotech,Drugs (Biotechnology),NasdaqGM:ZNTL,"Zentalis Pharmaceuticals, Inc. (NasdaqGM:ZNTL)"
1726711,biotech,Drugs (Biotechnology),NasdaqCM:ADTX,"Aditxt, Inc. (NasdaqCM:ADTX)"
1727196,biotech,Drugs (Biotechnology),NasdaqGS:SRRK,Scholar Rock Holding Corporation (NasdaqGS:SRRK)
1728117,biotech,Drugs (Biotechnology),NasdaqGS:GOSS,"Gossamer Bio, Inc. (NasdaqGS:GOSS)"
1729944,biotech,Drugs (Biotechnology),OTCPK:BACK,"IMAC Holdings, Inc. (OTCPK:BACK)"
1733257,biotech,Drugs (Biotechnology),OTCPK:FNCH,"Finch Therapeutics Group, Inc. (OTCPK:FNCH)"
1735438,biotech,Drugs (Biotechnology),NasdaqGS:MGTX,MeiraGTx Holdings plc (NasdaqGS:MGTX)
1736243,biotech,Drugs (Biotechnology),NasdaqCM:ACXP,"Acurx Pharmaceuticals, Inc. (NasdaqCM:ACXP)"
1736730,biotech,Drugs (Biotechnology),NasdaqGM:CAMP,Camp4 Therapeutics Corporation (NasdaqGM:CAMP)
1737287,biotech,Drugs (Biotechnology),NasdaqGS:ALLO,"Allogene Therapeutics, Inc. (NasdaqGS:ALLO)"
1737953,biotech,Drugs (Biotechnology),NasdaqGS:REPL,"Replimune Group, Inc. (NasdaqGS:REPL)"
1738021,biotech,Drugs (Biotechnology),NasdaqCM:CMPX,"Compass Therapeutics, Inc. (NasdaqCM:CMPX)"
1739410,biotech,Drugs (Biotechnology),NasdaqCM:RLYB,Rallybio Corporation (NasdaqCM:RLYB)
1740279,biotech,Drugs (Biotechnology),NasdaqCM:INAB,"IN8bio, Inc. (NasdaqCM:INAB)"
1743881,biotech,Drugs (Biotechnology),NasdaqGS:BBIO,"BridgeBio Pharma, Inc. (NasdaqGS:BBIO)"
1745999,biotech,Drugs (Biotechnology),NasdaqGS:BEAM,Beam Therapeutics Inc. (NasdaqGS:BEAM)
1746466,biotech,Drugs (Biotechnology),NasdaqCM:EQ,"Equillium, Inc. (NasdaqCM:EQ)"
1750149,biotech,Drugs (Biotechnology),NasdaqCM:IKT,"Inhibikase Therapeutics, Inc. (NasdaqCM:IKT)"
1750284,biotech,Drugs (Biotechnology),NasdaqGS:OLMA,"Olema Pharmaceuticals, Inc. (NasdaqGS:OLMA)"
1752828,biotech,Drugs (Biotechnology),NasdaqCM:CELU,Celularity Inc. (NasdaqCM:CELU)
1754068,biotech,Drugs (Biotechnology),NasdaqGM:KLRS,"Kalaris Therapeutics, Inc. (NasdaqGM:KLRS)"
1755237,biotech,Drugs (Biotechnology),NasdaqCM:CYCN,"Cyclerion Therapeutics, Inc. (NasdaqCM:CYCN)"
1757499,biotech,Drugs (Biotechnology),NasdaqCM:SHPH,"Shuttle Pharmaceuticals Holdings, Inc. (NasdaqCM:SHPH)"
1759138,biotech,Drugs (Biotechnology),NasdaqGS:CABA,"Cabaletta Bio, Inc. (NasdaqGS:CABA)"
1759186,biotech,Drugs (Biotechnology),NasdaqCM:COEP,"Coeptis Therapeutics Holdings, Inc. (NasdaqCM:COEP)"
1759425,biotech,Drugs (Biotechnology),NasdaqGM:MIRM,"Mirum Pharmaceuticals, Inc. (NasdaqGM:MIRM)"
1760542,biotech,Drugs (Biotechnology),OTCPK:HOOK,HOOKIPA Pharma Inc. (OTCPK:HOOK)
1761918,biotech,Drugs (Biotechnology),NasdaqGS:ERAS,"Erasca, Inc. (NasdaqGS:ERAS)"
1762303,biotech,Drugs (Biotechnology),NasdaqCM:RCEL,"AVITA Medical, Inc. (NasdaqCM:RCEL)"
1763950,biotech,Drugs (Biotechnology),NasdaqCM:LTRN,Lantern Pharma Inc. (NasdaqCM:LTRN)
1764013,biotech,Drugs (Biotechnology),NasdaqGS:IMVT,"Immunovant, Inc. (NasdaqGS:IMVT)"
1766140,biotech,Drugs (Biotechnology),NasdaqCM:UNCY,"Unicycive Therapeutics, Inc. (NasdaqCM:UNCY)"
1768224,biotech,Drugs (Biotechnology),NasdaqGM:ARCT,Arcturus Therapeutics Holdings Inc. (NasdaqGM:ARCT)
1768446,biotech,Drugs (Biotechnology),NasdaqGM:CLYM,"Climb Bio, Inc. (NasdaqGM:CLYM)"
1770069,biotech,Drugs (Biotechnology),NasdaqGS:MPLT,"MapLight Therapeutics, Inc. (NasdaqGS:MPLT)"
1770121,biotech,Drugs (Biotechnology),NasdaqGS:SANA,"Sana Biotechnology, Inc. (NasdaqGS:SANA)"
1772028,biotech,Drugs (Biotechnology),OTCPK:SCPS,Scopus BioPharma Inc. (OTCPK:SCPS)
1781174,biotech,Drugs (Biotechnology),NasdaqGM:ACRV,"Acrivon Therapeutics, Inc. (NasdaqGM:ACRV)"
1781983,biotech,Drugs (Biotechnology),NasdaqCM:APRE,"Aprea Therapeutics, Inc. (NasdaqCM:APRE)"
1782107,biotech,Drugs (Biotechnology),NasdaqCM:ONCO,"Onconetix, Inc. (NasdaqCM:ONCO)"
1782223,biotech,Drugs (Biotechnology),NasdaqGS:PYXS,"Pyxis Oncology, Inc. (NasdaqGS:PYXS)"
1782303,biotech,Drugs (Biotechnology),NasdaqGS:BOLD,"Boundless Bio, Inc. (NasdaqGS:BOLD)"
1783328,biotech,Drugs (Biotechnology),NasdaqGM:TCRX,"TScan Therapeutics, Inc. (NasdaqGM:TCRX)"
1785279,biotech,Drugs (Biotechnology),NasdaqGS:MGX,"Metagenomi, Inc. (NasdaqGS:MGX)"
1785530,biotech,Drugs (Biotechnology),NasdaqGS:HOWL,"Werewolf Therapeutics, Inc. (NasdaqGS:HOWL)"
1786205,biotech,Drugs (Biotechnology),NasdaqGS:ACLX,"Arcellx, Inc. (NasdaqGS:ACLX)"
1787297,biotech,Drugs (Biotechnology),NasdaqCM:PASG,"Passage Bio, Inc. (NasdaqCM:PASG)"
1787306,biotech,Drugs (Biotechnology),NasdaqGS:ARQT,"Arcutis Biotherapeutics, Inc. (NasdaqGS:ARQT)"
1787400,biotech,Drugs (Biotechnology),NasdaqGS:NKTX,"Nkarta, Inc. (NasdaqGS:NKTX)"
1788028,biotech,Drugs (Biotechnology),NasdaqCM:JSPR,"Jasper Therapeutics, Inc. (NasdaqCM:JSPR)"
1789769,biotech,Drugs (Biotechnology),NasdaqCM:TIL,"Instil Bio, Inc. (NasdaqCM:TIL)"
1789972,biotech,Drugs (Biotechnology),NasdaqGS:CGEM,"Cullinan Therapeutics, Inc. (NasdaqGS:CGEM)"
1790340,biotech,Drugs (Biotechnology),NasdaqGM:IMRX,Immuneering Corporation (NasdaqGM:IMRX)
1792941,biotech,Drugs (Biotechnology),OTCPK:GNVR,Genvor Incorporated (OTCPK:GNVR)
1795091,biotech,Drugs (Biotechnology),NYSEAM:OSTX,OS Therapies Incorporated (NYSEAM:OSTX)
1796129,biotech,Drugs (Biotechnology),OTCPK:VINC,"Vincerx Pharma, Inc. (OTCPK:VINC)"
1796280,biotech,Drugs (Biotechnology),NasdaqGS:ORIC,"ORIC Pharmaceuticals, Inc. (NasdaqGS:ORIC)"
1797336,biotech,Drugs (Biotechnology),OTCPK:ADXS,"Ayala Pharmaceuticals, Inc. (OTCPK:ADXS)"
1798749,biotech,Drugs (Biotechnology),NasdaqCM:JBIO,"Jade Biosciences, Inc. (NasdaqCM:JBIO)"
1799448,biotech,Drugs (Biotechnology),NasdaqCM:ALGS,"Aligos Therapeutics, Inc. (NasdaqCM:ALGS)"
1799788,biotech,Drugs (Biotechnology),NasdaqCM:GLSI,"Greenwich LifeSciences, Inc. (NasdaqCM:GLSI)"
1806310,biotech,Drugs (Biotechnology),NasdaqGS:TSHA,"Taysha Gene Therapies, Inc. (NasdaqGS:TSHA)"
1806952,biotech,Drugs (Biotechnology),NasdaqGS:LYEL,"Lyell Immunopharma, Inc. (NasdaqGS:LYEL)"
1807120,biotech,Drugs (Biotechnology),NasdaqGS:DSGN,"Design Therapeutics, Inc. (NasdaqGS:DSGN)"
1808898,biotech,Drugs (Biotechnology),NasdaqCM:BNTC,Benitec Biopharma Inc. (NasdaqCM:BNTC)
1810182,biotech,Drugs (Biotechnology),NasdaqGS:ALXO,ALX Oncology Holdings Inc. (NasdaqGS:ALXO)
1810560,biotech,Drugs (Biotechnology),NasdaqCM:REVB,"Revelation Biosciences, Inc. (NasdaqCM:REVB)"
1812364,biotech,Drugs (Biotechnology),NasdaqGM:RLAY,"Relay Therapeutics, Inc. (NasdaqGM:RLAY)"
1815442,biotech,Drugs (Biotechnology),NasdaqGM:KYMR,"Kymera Therapeutics, Inc. (NasdaqGM:KYMR)"
1816736,biotech,Drugs (Biotechnology),NasdaqGM:IRON,"Disc Medicine, Inc. (NasdaqGM:IRON)"
1817229,biotech,Drugs (Biotechnology),NasdaqGS:VOR,Vor Biopharma Inc. (NasdaqGS:VOR)
1817241,biotech,Drugs (Biotechnology),NasdaqGM:ARTV,"Artiva Biotherapeutics, Inc. (NasdaqGM:ARTV)"
1817713,biotech,Drugs (Biotechnology),NasdaqGM:JANX,"Janux Therapeutics, Inc. (NasdaqGM:JANX)"
1818382,biotech,Drugs (Biotechnology),NasdaqGS:HUMA,"Humacyte, Inc. (NasdaqGS:HUMA)"
1818794,biotech,Drugs (Biotechnology),NasdaqGS:DYN,"Dyne Therapeutics, Inc. (NasdaqGS:DYN)"
1818844,biotech,Drugs (Biotechnology),NasdaqCM:DWTX,"Dogwood Therapeutics, Inc. (NasdaqCM:DWTX)"
1819133,biotech,Drugs (Biotechnology),NasdaqGM:TNGX,"Tango Therapeutics, Inc. (NasdaqGM:TNGX)"
1819411,biotech,Drugs (Biotechnology),NasdaqGM:GANX,"Gain Therapeutics, Inc. (NasdaqGM:GANX)"
1822462,biotech,Drugs (Biotechnology),NasdaqGM:FHTX,Foghorn Therapeutics Inc. (NasdaqGM:FHTX)
1822791,biotech,Drugs (Biotechnology),NasdaqCM:CLNN,Clene Inc. (NasdaqCM:CLNN)
1824293,biotech,Drugs (Biotechnology),NasdaqCM:GRI,"GRI Bio, Inc. (NasdaqCM:GRI)"
1824893,biotech,Drugs (Biotechnology),NasdaqCM:SRZN,"Surrozen, Inc. (NasdaqCM:SRZN)"
1826457,biotech,Drugs (Biotechnology),NasdaqGS:GLUE,"Monte Rosa Therapeutics, Inc. (NasdaqGS:GLUE)"
1826667,biotech,Drugs (Biotechnology),NasdaqGM:TLSI,"TriSalus Life Sciences, Inc. (NasdaqGM:TLSI)"
1826892,biotech,Drugs (Biotechnology),NasdaqCM:BCAB,"BioAtla, Inc. (NasdaqCM:BCAB)"
1828673,biotech,Drugs (Biotechnology),NasdaqCM:HCWB,HCW Biologics Inc. (NasdaqCM:HCWB)
1829635,biotech,Drugs (Biotechnology),NasdaqCM:RNAZ,"TransCode Therapeutics, Inc. (NasdaqCM:RNAZ)"
1829802,biotech,Drugs (Biotechnology),NasdaqCM:SNSE,"Sensei Biotherapeutics, Inc. (NasdaqCM:SNSE)"
1831828,biotech,Drugs (Biotechnology),NasdaqGM:VERA,"Vera Therapeutics, Inc. (NasdaqGM:VERA)"
1832038,biotech,Drugs (Biotechnology),NasdaqGM:IVVD,"Invivyd, Inc. (NasdaqGM:IVVD)"
1833214,biotech,Drugs (Biotechnology),NasdaqCM:SABS,"SAB Biotherapeutics, Inc. (NasdaqCM:SABS)"
1835022,biotech,Drugs (Biotechnology),NasdaqCM:COYA,"Coya Therapeutics, Inc. (NasdaqCM:COYA)"
1835597,biotech,Drugs (Biotechnology),NasdaqGS:PEPG,PepGen Inc. (NasdaqGS:PEPG)
1837607,biotech,Drugs (Biotechnology),NYSEAM:AEON,"AEON Biopharma, Inc. (NYSEAM:AEON)"
1840229,biotech,Drugs (Biotechnology),NasdaqCM:INKT,"MiNK Therapeutics, Inc. (NasdaqCM:INKT)"
1840233,biotech,Drugs (Biotechnology),NasdaqCM:XLO,"Xilio Therapeutics, Inc. (NasdaqCM:XLO)"
1840425,biotech,Drugs (Biotechnology),NasdaqCM:OSRH,"OSR Holdings, Inc. (NasdaqCM:OSRH)"
1840439,biotech,Drugs (Biotechnology),NasdaqGS:BMEA,"Biomea Fusion, Inc. (NasdaqGS:BMEA)"
1841330,biotech,Drugs (Biotechnology),NasdaqCM:KTTA,Pasithea Therapeutics Corp. (NasdaqCM:KTTA)
1841387,biotech,Drugs (Biotechnology),NasdaqGM:CADL,"Candel Therapeutics, Inc. (NasdaqGM:CADL)"
1842939,biotech,Drugs (Biotechnology),OTCPK:XAGE,"Longevity Health Holdings, Inc. (OTCPK:XAGE)"
1844417,biotech,Drugs (Biotechnology),NasdaqCM:ESLA,"Estrella Immunopharma, Inc. (NasdaqCM:ESLA)"
1845337,biotech,Drugs (Biotechnology),NasdaqGS:DAWN,"Day One Biopharmaceuticals, Inc. (NasdaqGS:DAWN)"
1845459,biotech,Drugs (Biotechnology),OTCPK:NKGN,"NKGen Biotech, Inc. (OTCPK:NKGN)"
1850119,biotech,Drugs (Biotechnology),NasdaqCM:IPSC,"Century Therapeutics, Inc. (NasdaqCM:IPSC)"
1850270,biotech,Drugs (Biotechnology),NasdaqCM:PROK,ProKidney Corp. (NasdaqCM:PROK)
1850767,biotech,Drugs (Biotechnology),OTCPK:ACUT,"AccuStem Sciences, Inc. (OTCPK:ACUT)"
1851484,biotech,Drugs (Biotechnology),NasdaqCM:CTOR,"Citius Oncology, Inc. (NasdaqCM:CTOR)"
1851657,biotech,Drugs (Biotechnology),OTCPK:VAXX,"Vaxxinity, Inc. (OTCPK:VAXX)"
1853816,biotech,Drugs (Biotechnology),NasdaqCM:DRMA,"Dermata Therapeutics, Inc. (NasdaqCM:DRMA)"
1854270,biotech,Drugs (Biotechnology),NasdaqCM:SNTI,"Senti Biosciences, Inc. (NasdaqCM:SNTI)"
1855485,biotech,Drugs (Biotechnology),NYSEAM:CLDI,"Calidi Biotherapeutics, Inc. (NYSEAM:CLDI)"
1855644,biotech,Drugs (Biotechnology),NasdaqCM:ZURA,Zura Bio Limited (NasdaqCM:ZURA)
1857044,biotech,Drugs (Biotechnology),NasdaqCM:INDP,"Indaptus Therapeutics, Inc. (NasdaqCM:INDP)"
1858848,biotech,Drugs (Biotechnology),NasdaqGS:TNYA,"Tenaya Therapeutics, Inc. (NasdaqGS:TNYA)"
1859007,biotech,Drugs (Biotechnology),OTCPK:ZVSA,"ZyVersa Therapeutics, Inc. (OTCPK:ZVSA)"
1860657,biotech,Drugs (Biotechnology),NasdaqCM:ALLR,"Allarity Therapeutics, Inc. (NasdaqCM:ALLR)"
1860871,biotech,Drugs (Biotechnology),NasdaqGM:TVGN,Tevogen Bio Holdings Inc. (NasdaqGM:TVGN)
1861560,biotech,Drugs (Biotechnology),NasdaqGS:NUVL,"Nuvalent, Inc. (NasdaqGS:NUVL)"
1861657,biotech,Drugs (Biotechnology),NasdaqCM:THAR,"Tharimmune, Inc. (NasdaqCM:THAR)"
1863127,biotech,Drugs (Biotechnology),NasdaqGS:TYRA,"Tyra Biosciences, Inc. (NasdaqGS:TYRA)"
1868279,biotech,Drugs (Biotechnology),NasdaqGM:AVBP,"ArriVent BioPharma, Inc. (NasdaqGM:AVBP)"
1869105,biotech,Drugs (Biotechnology),NasdaqGM:BBOT,"BridgeBio Oncology Therapeutics, Inc. (NasdaqGM:BBOT)"
1869974,biotech,Drugs (Biotechnology),OTCPK:OCEA,"Ocean Biomedical, Inc. (OTCPK:OCEA)"
1870144,biotech,Drugs (Biotechnology),NasdaqCM:CDIO,"Cardio Diagnostics Holdings, Inc. (NasdaqCM:CDIO)"
1870404,biotech,Drugs (Biotechnology),OTCPK:CERO,"CERo Therapeutics Holdings, Inc. (OTCPK:CERO)"
1873835,biotech,Drugs (Biotechnology),NasdaqCM:IMMX,"Immix Biopharma, Inc. (NasdaqCM:IMMX)"
