cik,industry,source_sector,ticker,company
1875558,biotech,Drugs (Biotechnology),NasdaqCM:NVCT,"Nuvectis Pharma, Inc. (NasdaqCM:NVCT)"
1878313,biotech,Drugs (Biotechnology),NYSEAM:MAIA,"MAIA Biotechnology, Inc. (NYSEAM:MAIA)"
1893219,biotech,Drugs (Biotechnology),NasdaqCM:ABP,"Abpro Holdings, Inc. (NasdaqCM:ABP)"
1894562,biotech,Drugs (Biotechnology),NasdaqGM:PRME,"Prime Medicine, Inc. (NasdaqGM:PRME)"
1907108,biotech,Drugs (Biotechnology),NasdaqGM:LXEO,"Lexeo Therapeutics, Inc. (NasdaqGM:LXEO)"
1907223,biotech,Drugs (Biotechnology),NasdaqCM:KLTO,"Klotho Neurosciences, Inc. (NasdaqCM:KLTO)"
1919246,biotech,Drugs (Biotechnology),NYSEAM:PTHS,Pelthos Therapeutics Inc. (NYSEAM:PTHS)
1933414,biotech,Drugs (Biotechnology),NasdaqGS:MLYS,"Mineralys Therapeutics, Inc. (NasdaqGS:MLYS)"
1935979,biotech,Drugs (Biotechnology),NYSE:BHVN,Biohaven Ltd. (NYSE:BHVN)
1937653,biotech,Drugs (Biotechnology),NasdaqGS:ZYME,Zymeworks Inc. (NasdaqGS:ZYME)
1944885,biotech,Drugs (Biotechnology),NasdaqCM:APLM,"Apollomics, Inc. (NasdaqCM:APLM)"
1953926,biotech,Drugs (Biotechnology),NasdaqGS:ZBIO,"Zenas BioPharma, Inc. (NasdaqGS:ZBIO)"
1958777,biotech,Drugs (Biotechnology),NasdaqCM:FBLG,"FibroBiologics, Inc. (NasdaqCM:FBLG)"
1960262,biotech,Drugs (Biotechnology),OTCPK:LUDG,"Ludwig Enterprises, Inc. (OTCPK:LUDG)"
1962011,biotech,Drugs (Biotechnology),NYSEAM:KAPA,"Kairos Pharma, Ltd. (NYSEAM:KAPA)"
1971387,biotech,Drugs (Biotechnology),NasdaqGM:LIMN,"Liminatus Pharma, Inc. (NasdaqGM:LIMN)"
1974640,biotech,Drugs (Biotechnology),NasdaqGM:APGE,"Apogee Therapeutics, Inc. (NasdaqGM:APGE)"
1991792,biotech,Drugs (Biotechnology),NasdaqGS:CGON,"CG Oncology, Inc. (NasdaqGS:CGON)"
1994702,biotech,Drugs (Biotechnology),NasdaqGS:KYTX,"Kyverna Therapeutics, Inc. (NasdaqGS:KYTX)"
1997296,biotech,Drugs (Biotechnology),NasdaqCM:MDCX,Medicus Pharma Ltd. (NasdaqCM:MDCX)
2007919,biotech,Drugs (Biotechnology),NasdaqGS:INBX,"Inhibrx Biosciences, Inc. (NasdaqGS:INBX)"
2010788,biotech,Drugs (Biotechnology),NasdaqCM:EXOZ,"eXoZymes, Inc. (NasdaqCM:EXOZ)"
2019410,biotech,Drugs (Biotechnology),NasdaqGS:CAI,"Caris Life Sciences, Inc. (NasdaqGS:CAI)"
2022626,biotech,Drugs (Biotechnology),NasdaqGS:UPB,"Upstream Bio, Inc. (NasdaqGS:UPB)"
2023658,biotech,Drugs (Biotechnology),NasdaqGM:BCAX,Bicara Therapeutics Inc. (NasdaqGM:BCAX)
2036042,biotech,Drugs (Biotechnology),NasdaqGM:SION,"Sionna Therapeutics, Inc. (NasdaqGM:SION)"
2044725,biotech,Drugs (Biotechnology),NYSE:EVMN,"Evommune, Inc. (NYSE:EVMN)"
2078856,biotech,Drugs (Biotechnology),NasdaqCM:PURR,Hyperliquid Strategies Inc. (NasdaqCM:PURR)
2093101,biotech,Drugs (Biotechnology),NasdaqGM:RNA,"Avidity Biosciences, Inc. (NasdaqGM:RNA)"
14272,pharma,Drugs (Pharmaceutical),NYSE:BMY,Bristol-Myers Squibb Company (NYSE:BMY)
21665,pharma,Drugs (Pharmaceutical),CNSX:CL,Cresco Labs Inc. (CNSX:CL)
25743,pharma,Drugs (Pharmaceutical),NasdaqGS:TXMD,"TherapeuticsMD, Inc. (NasdaqGS:TXMD)"
59478,pharma,Drugs (Pharmaceutical),NYSE:LLY,Eli Lilly and Company (NYSE:LLY)
78003,pharma,Drugs (Pharmaceutical),NYSE:PFE,Pfizer Inc. (NYSE:PFE)
200406,pharma,Drugs (Pharmaceutical),NYSE:JNJ,Johnson & Johnson (NYSE:JNJ)
310158,pharma,Drugs (Pharmaceutical),NYSE:MRK,"Merck & Co., Inc. (NYSE:MRK)"
315545,pharma,Drugs (Pharmaceutical),OTCPK:PVCT,"Provectus Biopharmaceuticals, Inc. (OTCPK:PVCT)"
786947,pharma,Drugs (Pharmaceutical),OTCPK:ACUR,"Acura Pharmaceuticals, Inc. (OTCPK:ACUR)"
822370,pharma,Drugs (Pharmaceutical),OTCPK:EMMA,"Emmaus Life Sciences, Inc. (OTCPK:EMMA)"
847015,pharma,Drugs (Pharmaceutical),OTCPK:MDCN,"Medican Enterprises, Inc. (OTCPK:MDCN)"
863894,pharma,Drugs (Pharmaceutical),NasdaqCM:VERU,Veru Inc. (NasdaqCM:VERU)
868278,pharma,Drugs (Pharmaceutical),NasdaqCM:PRPH,"ProPhase Labs, Inc. (NasdaqCM:PRPH)"
886163,pharma,Drugs (Pharmaceutical),NasdaqGM:LGND,Ligand Pharmaceuticals Incorporated (NasdaqGM:LGND)
890821,pharma,Drugs (Pharmaceutical),NasdaqCM:ENVB,"Enveric Biosciences, Inc. (NasdaqCM:ENVB)"
897078,pharma,Drugs (Pharmaceutical),OTCPK:KOAN,"Resonate Blends, Inc. (OTCPK:KOAN)"
906709,pharma,Drugs (Pharmaceutical),NasdaqCM:NKTR,Nektar Therapeutics (NasdaqCM:NKTR)
1010086,pharma,Drugs (Pharmaceutical),NasdaqGM:SIGA,"SIGA Technologies, Inc. (NasdaqGM:SIGA)"
1023024,pharma,Drugs (Pharmaceutical),NasdaqGM:ANIP,"ANI Pharmaceuticals, Inc. (NasdaqGM:ANIP)"
1035422,pharma,Drugs (Pharmaceutical),OTCPK:CTTH,"CTT Pharmaceutical Holdings, Inc. (OTCPK:CTTH)"
1053369,pharma,Drugs (Pharmaceutical),OTCPK:ELTP,"Elite Pharmaceuticals, Inc. (OTCPK:ELTP)"
1062822,pharma,Drugs (Pharmaceutical),NasdaqCM:LXRX,"Lexicon Pharmaceuticals, Inc. (NasdaqCM:LXRX)"
1069530,pharma,Drugs (Pharmaceutical),NasdaqCM:SAVA,"Cassava Sciences, Inc. (NasdaqCM:SAVA)"
1069899,pharma,Drugs (Pharmaceutical),NasdaqGM:PAHC,Phibro Animal Health Corporation (NasdaqGM:PAHC)
1080014,pharma,Drugs (Pharmaceutical),NasdaqGS:INVA,"Innoviva, Inc. (NasdaqGS:INVA)"
1087294,pharma,Drugs (Pharmaceutical),NasdaqGS:CPIX,Cumberland Pharmaceuticals Inc. (NasdaqGS:CPIX)
1088856,pharma,Drugs (Pharmaceutical),NasdaqCM:CORT,Corcept Therapeutics Incorporated (NasdaqCM:CORT)
1109486,pharma,Drugs (Pharmaceutical),OTCPK:EDXC,Endexx Corporation (OTCPK:EDXC)
1130598,pharma,Drugs (Pharmaceutical),NasdaqCM:TRAW,"Traws Pharma, Inc. (NasdaqCM:TRAW)"
1137005,pharma,Drugs (Pharmaceutical),OTCPK:CBDX,"Curative Biosciences, Inc. (OTCPK:CBDX)"
1145604,pharma,Drugs (Pharmaceutical),OTCPK:NIKA,"Nika Pharmaceuticals, Inc. (OTCPK:NIKA)"
1165320,pharma,Drugs (Pharmaceutical),OTCPK:GBLX,"GB Sciences, Inc. (OTCPK:GBLX)"
1176309,pharma,Drugs (Pharmaceutical),NasdaqCM:ORMP,Oramed Pharmaceuticals Inc. (NasdaqCM:ORMP)
1178253,pharma,Drugs (Pharmaceutical),NasdaqCM:SCYX,"SCYNEXIS, Inc. (NasdaqCM:SCYX)"
1205181,pharma,Drugs (Pharmaceutical),OTCPK:GPFT,"Grapefruit USA, Inc. (OTCPK:GPFT)"
1213106,pharma,Drugs (Pharmaceutical),OTCPK:JTBK,Jetblack Corp. (OTCPK:JTBK)
1261734,pharma,Drugs (Pharmaceutical),OTCPK:AOLS,"Aeolus Pharmaceuticals, Inc. (OTCPK:AOLS)"
1267565,pharma,Drugs (Pharmaceutical),NasdaqGS:COLL,"Collegium Pharmaceutical, Inc. (NasdaqGS:COLL)"
1285819,pharma,Drugs (Pharmaceutical),NasdaqGM:OMER,Omeros Corporation (NasdaqGM:OMER)
1290504,pharma,Drugs (Pharmaceutical),OTCPK:NUGS,Cannabis Strategic Ventures (OTCPK:NUGS)
1292087,pharma,Drugs (Pharmaceutical),OTCPK:LTUS,"Lotus Pharmaceuticals, Inc. (OTCPK:LTUS)"
1295947,pharma,Drugs (Pharmaceutical),NYSE:PBH,Prestige Consumer Healthcare Inc. (NYSE:PBH)
1297184,pharma,Drugs (Pharmaceutical),NasdaqGS:AMPH,"Amphastar Pharmaceuticals, Inc. (NasdaqGS:AMPH)"
1314102,pharma,Drugs (Pharmaceutical),NasdaqGM:EYPT,"EyePoint, Inc. (NasdaqGM:EYPT)"
1321834,pharma,Drugs (Pharmaceutical),NasdaqCM:QCLS,"Q/C Technologies, Inc. (NasdaqCM:QCLS)"
1324736,pharma,Drugs (Pharmaceutical),OTCPK:HENC,Hero Technologies Inc. (OTCPK:HENC)
1326205,pharma,Drugs (Pharmaceutical),NYSEAM:IGC,"IGC Pharma, Inc. (NYSEAM:IGC)"
1327273,pharma,Drugs (Pharmaceutical),NasdaqCM:LYRA,"Lyra Therapeutics, Inc. (NasdaqCM:LYRA)"
1343009,pharma,Drugs (Pharmaceutical),OTCPK:CNBX,CNBX Pharmaceuticals Inc. (OTCPK:CNBX)
1346830,pharma,Drugs (Pharmaceutical),NasdaqCM:TVRD,"Tvardi Therapeutics, Inc. (NasdaqCM:TVRD)"
1351573,pharma,Drugs (Pharmaceutical),OTCPK:PHCG,"Pure Harvest Corporate Group, Inc. (OTCPK:PHCG)"
1354591,pharma,Drugs (Pharmaceutical),OTCPK:PTLF,"Petlife Pharmaceuticals, Inc. (OTCPK:PTLF)"
1356576,pharma,Drugs (Pharmaceutical),NasdaqGM:SUPN,"Supernus Pharmaceuticals, Inc. (NasdaqGM:SUPN)"
1360214,pharma,Drugs (Pharmaceutical),NasdaqGM:HROW,"Harrow, Inc. (NasdaqGM:HROW)"
1367083,pharma,Drugs (Pharmaceutical),NasdaqCM:SNOA,"Sonoma Pharmaceuticals, Inc. (NasdaqCM:SNOA)"
1372514,pharma,Drugs (Pharmaceutical),NasdaqCM:KPRX,"Kiora Pharmaceuticals, Inc. (NasdaqCM:KPRX)"
1385818,pharma,Drugs (Pharmaceutical),NasdaqCM:AYTU,"Aytu BioPharma, Inc. (NasdaqCM:AYTU)"
1389545,pharma,Drugs (Pharmaceutical),NYSEAM:NBY,"NovaBay Pharmaceuticals, Inc. (NYSEAM:NBY)"
1393434,pharma,Drugs (Pharmaceutical),NasdaqGM:OCUL,"Ocular Therapeutix, Inc. (NasdaqGM:OCUL)"
1393772,pharma,Drugs (Pharmaceutical),OTCPK:BUDZ,"WEED, Inc. (OTCPK:BUDZ)"
1396814,pharma,Drugs (Pharmaceutical),NasdaqGS:PCRX,"Pacira BioSciences, Inc. (NasdaqGS:PCRX)"
1398733,pharma,Drugs (Pharmaceutical),NasdaqGM:AQST,"Aquestive Therapeutics, Inc. (NasdaqGM:AQST)"
1401914,pharma,Drugs (Pharmaceutical),NasdaqCM:DARE,"Daré Bioscience, Inc. (NasdaqCM:DARE)"
1409197,pharma,Drugs (Pharmaceutical),OTCPK:BSPK,"Bespoke Extracts, Inc. (OTCPK:BSPK)"
1410098,pharma,Drugs (Pharmaceutical),NasdaqGM:CRMD,CorMedix Inc. (NasdaqGM:CRMD)
1410187,pharma,Drugs (Pharmaceutical),OTCPK:CNNC,Cannonau Corp. (OTCPK:CNNC)
1412486,pharma,Drugs (Pharmaceutical),NasdaqCM:COCP,"Cocrystal Pharma, Inc. (NasdaqCM:COCP)"
1413488,pharma,Drugs (Pharmaceutical),OTCPK:CBGL,"Cannabis Global, Inc. (OTCPK:CBGL)"
1424455,pharma,Drugs (Pharmaceutical),OTCPK:RMRK,Rimrock Gold Corp. (OTCPK:RMRK)
1427570,pharma,Drugs (Pharmaceutical),NasdaqCM:HIND,"Vyome Holdings, Inc. (NasdaqCM:HIND)"
1427925,pharma,Drugs (Pharmaceutical),NasdaqCM:TLPH,"Talphera, Inc. (NasdaqCM:TLPH)"
1434647,pharma,Drugs (Pharmaceutical),NasdaqGS:ZVRA,"Zevra Therapeutics, Inc. (NasdaqGS:ZVRA)"
1434868,pharma,Drugs (Pharmaceutical),NasdaqGM:ESPR,"Esperion Therapeutics, Inc. (NasdaqGM:ESPR)"
1435717,pharma,Drugs (Pharmaceutical),OTCPK:VDRM,"ViaDerma, Inc. (OTCPK:VDRM)"
1444192,pharma,Drugs (Pharmaceutical),NasdaqCM:GRCE,"Grace Therapeutics, Inc. (NasdaqCM:GRCE)"
1455365,pharma,Drugs (Pharmaceutical),NasdaqCM:CGTX,"Cognition Therapeutics, Inc. (NasdaqCM:CGTX)"
1460329,pharma,Drugs (Pharmaceutical),CNSX:FNT.U,FLUENT Corp. (CNSX:FNT.U)
1463000,pharma,Drugs (Pharmaceutical),CNSX:GRIN,Grown Rogue International Inc. (CNSX:GRIN)
1493526,pharma,Drugs (Pharmaceutical),OTCPK:PRTT,Protect Pharmaceutical Corporation (OTCPK:PRTT)
1506251,pharma,Drugs (Pharmaceutical),NasdaqCM:CTXR,"Citius Pharmaceuticals, Inc. (NasdaqCM:CTXR)"
1509957,pharma,Drugs (Pharmaceutical),OTCPK:NASC,"Nascent Pharma Holdings, Inc. (OTCPK:NASC)"
1512886,pharma,Drugs (Pharmaceutical),OTCPK:NTRR,Neutra Corp. (OTCPK:NTRR)
1513525,pharma,Drugs (Pharmaceutical),NasdaqCM:ADIL,"Adial Pharmaceuticals, Inc. (NasdaqCM:ADIL)"
1522767,pharma,Drugs (Pharmaceutical),OTCPK:MRMD,MariMed Inc. (OTCPK:MRMD)
1530746,pharma,Drugs (Pharmaceutical),OTCPK:KAYS,"Kaya Holdings, Inc. (OTCPK:KAYS)"
1533743,pharma,Drugs (Pharmaceutical),NasdaqCM:PCSA,"Processa Pharmaceuticals, Inc. (NasdaqCM:PCSA)"
1534133,pharma,Drugs (Pharmaceutical),NasdaqCM:CALC,"CalciMedica, Inc. (NasdaqCM:CALC)"
1535955,pharma,Drugs (Pharmaceutical),NasdaqCM:LPCN,Lipocine Inc. (NasdaqCM:LPCN)
1538495,pharma,Drugs (Pharmaceutical),OTCPK:ETST,"Earth Science Tech, Inc. (OTCPK:ETST)"
1539029,pharma,Drugs (Pharmaceutical),OTCPK:CLSD.Q,"Clearside Biomedical, Inc. (OTCPK:CLSD.Q)"
1552189,pharma,Drugs (Pharmaceutical),OTCPK:PLSH,"Panacea Life Sciences Holdings, Inc. (OTCPK:PLSH)"
1553643,pharma,Drugs (Pharmaceutical),NasdaqCM:RLMD,"Relmada Therapeutics, Inc. (NasdaqCM:RLMD)"
1555280,pharma,Drugs (Pharmaceutical),NYSE:ZTS,Zoetis Inc. (NYSE:ZTS)
1557746,pharma,Drugs (Pharmaceutical),NasdaqGS:ACRS,"Aclaris Therapeutics, Inc. (NasdaqGS:ACRS)"
1563880,pharma,Drugs (Pharmaceutical),NasdaqGM:TRVI,"Trevi Therapeutics, Inc. (NasdaqGM:TRVI)"
1566044,pharma,Drugs (Pharmaceutical),NasdaqCM:VYNE,VYNE Therapeutics Inc. (NasdaqCM:VYNE)
1567503,pharma,Drugs (Pharmaceutical),OTCPK:TKCI,"TurnKey Capital, Inc. (OTCPK:TKCI)"
1570562,pharma,Drugs (Pharmaceutical),NasdaqGM:EOLS,"Evolus, Inc. (NasdaqGM:EOLS)"
1574235,pharma,Drugs (Pharmaceutical),NasdaqCM:PULM,"Pulmatrix, Inc. (NasdaqCM:PULM)"
1574676,pharma,Drugs (Pharmaceutical),OTCPK:NGHI,New Green Hemp Inc. (OTCPK:NGHI)
1579428,pharma,Drugs (Pharmaceutical),NasdaqGM:AXSM,"Axsome Therapeutics, Inc. (NasdaqGM:AXSM)"
1583107,pharma,Drugs (Pharmaceutical),NasdaqGM:TBPH,"Theravance Biopharma, Inc. (NasdaqGM:TBPH)"
1583771,pharma,Drugs (Pharmaceutical),OTCPK:HEPA,"Hepion Pharmaceuticals, Inc. (OTCPK:HEPA)"
1585608,pharma,Drugs (Pharmaceutical),NasdaqCM:JAGX,"Jaguar Health, Inc. (NasdaqCM:JAGX)"
1593899,pharma,Drugs (Pharmaceutical),NasdaqGS:AVIR,"Atea Pharmaceuticals, Inc. (NasdaqGS:AVIR)"
1618835,pharma,Drugs (Pharmaceutical),OTCPK:EVFM,"Evofem Biosciences, Inc. (OTCPK:EVFM)"
1620463,pharma,Drugs (Pharmaceutical),NasdaqCM:ATHA,"Athira Pharma, Inc. (NasdaqCM:ATHA)"
1621221,pharma,Drugs (Pharmaceutical),NasdaqCM:ARTL,"Artelo Biosciences, Inc. (NasdaqCM:ARTL)"
1622244,pharma,Drugs (Pharmaceutical),OTCPK:OWPC,"One World Products, Inc. (OTCPK:OWPC)"
1625297,pharma,Drugs (Pharmaceutical),NasdaqGS:INDV,Indivior PLC (NasdaqGS:INDV)
1636509,pharma,Drugs (Pharmaceutical),OTCPK:VCBD,"Vitalibis, Inc. (OTCPK:VCBD)"
1643301,pharma,Drugs (Pharmaceutical),OTCPK:AVRW,"Avenir Wellness Solutions, Inc. (OTCPK:AVRW)"
1644903,pharma,Drugs (Pharmaceutical),NYSEAM:YCBD,"cbdMD, Inc. (NYSEAM:YCBD)"
1644963,pharma,Drugs (Pharmaceutical),OTCPK:ATXI,"Avenue Therapeutics, Inc. (OTCPK:ATXI)"
1655759,pharma,Drugs (Pharmaceutical),NasdaqGS:ARVN,"Arvinas, Inc. (NasdaqGS:ARVN)"
1658247,pharma,Drugs (Pharmaceutical),NasdaqGS:CRNX,"Crinetics Pharmaceuticals, Inc. (NasdaqGS:CRNX)"
1658551,pharma,Drugs (Pharmaceutical),NasdaqGS:AMLX,"Amylyx Pharmaceuticals, Inc. (NasdaqGS:AMLX)"
1658678,pharma,Drugs (Pharmaceutical),OTCPK:BSEM,"BioStem Technologies, Inc. (OTCPK:BSEM)"
1660334,pharma,Drugs (Pharmaceutical),NasdaqCM:VRCA,Verrica Pharmaceuticals Inc. (NasdaqCM:VRCA)
1669400,pharma,Drugs (Pharmaceutical),OTCPK:VFRM,"Veritas Farms, Inc. (OTCPK:VFRM)"
1672619,pharma,Drugs (Pharmaceutical),NasdaqGS:ELVN,"Enliven Therapeutics, Inc. (NasdaqGS:ELVN)"
1676047,pharma,Drugs (Pharmaceutical),NasdaqCM:NTRB,Nutriband Inc. (NasdaqCM:NTRB)
1679628,pharma,Drugs (Pharmaceutical),NasdaqCM:JUNS,"Jupiter Neurosciences, Inc. (NasdaqCM:JUNS)"
1680378,pharma,Drugs (Pharmaceutical),NasdaqCM:SNES,"SenesTech, Inc. (NasdaqCM:SNES)"
1680581,pharma,Drugs (Pharmaceutical),NasdaqGM:FULC,"Fulcrum Therapeutics, Inc. (NasdaqGM:FULC)"
1682639,pharma,Drugs (Pharmaceutical),NasdaqCM:HYPD,"Hyperion DeFi, Inc. (NasdaqCM:HYPD)"
1689066,pharma,Drugs (Pharmaceutical),OTCPK:SIGO,"Sunset Island Group, Inc. (OTCPK:SIGO)"
1691082,pharma,Drugs (Pharmaceutical),NasdaqGM:LBRX,LB Pharmaceuticals Inc (NasdaqGM:LBRX)
1695473,pharma,Drugs (Pharmaceutical),OTCPK:GCAN,"The Greater Cannabis Company, Inc. (OTCPK:GCAN)"
1708331,pharma,Drugs (Pharmaceutical),OTCPK:VRPX,"Virpax Pharmaceuticals, Inc. (OTCPK:VRPX)"
1709941,pharma,Drugs (Pharmaceutical),NasdaqGS:BIOA,"BioAge Labs, Inc. (NasdaqGS:BIOA)"
1710072,pharma,Drugs (Pharmaceutical),NasdaqGS:EWTX,"Edgewise Therapeutics, Inc. (NasdaqGS:EWTX)"
1710340,pharma,Drugs (Pharmaceutical),NasdaqGM:ETON,"Eton Pharmaceuticals, Inc. (NasdaqGM:ETON)"
1711786,pharma,Drugs (Pharmaceutical),NasdaqCM:HOTH,"Hoth Therapeutics, Inc. (NasdaqCM:HOTH)"
1713863,pharma,Drugs (Pharmaceutical),NYSE:RFL,"Rafael Holdings, Inc. (NYSE:RFL)"
1719406,pharma,Drugs (Pharmaceutical),NasdaqCM:NRXP,"NRx Pharmaceuticals, Inc. (NasdaqCM:NRXP)"
1723059,pharma,Drugs (Pharmaceutical),OTCPK:BIOE,Bio Essence Corporation (OTCPK:BIOE)
1723128,pharma,Drugs (Pharmaceutical),NasdaqGS:AMRX,"Amneal Pharmaceuticals, Inc. (NasdaqGS:AMRX)"
1729427,pharma,Drugs (Pharmaceutical),NasdaqCM:CNSP,"CNS Pharmaceuticals, Inc. (NasdaqCM:CNSP)"
1739104,pharma,Drugs (Pharmaceutical),NYSE:ELAN,Elanco Animal Health Incorporated (NYSE:ELAN)
1742927,pharma,Drugs (Pharmaceutical),NasdaqCM:RVPH,"Reviva Pharmaceuticals Holdings, Inc. (NasdaqCM:RVPH)"
1746473,pharma,Drugs (Pharmaceutical),NasdaqGS:PLRX,"Pliant Therapeutics, Inc. (NasdaqGS:PLRX)"
1754195,pharma,Drugs (Pharmaceutical),CNSX:TRUL,Trulieve Cannabis Corp. (CNSX:TRUL)
1771706,pharma,Drugs (Pharmaceutical),CNSX:VREO,Vireo Growth Inc. (CNSX:VREO)
1774857,pharma,Drugs (Pharmaceutical),NasdaqGS:AARD,"Aardvark Therapeutics, Inc. (NasdaqGS:AARD)"
1776111,pharma,Drugs (Pharmaceutical),NasdaqGS:MBX,"MBX Biosciences, Inc. (NasdaqGS:MBX)"
1778129,pharma,Drugs (Pharmaceutical),TSX:TSND,TerrAscend Corp. (TSX:TSND)
1783183,pharma,Drugs (Pharmaceutical),NasdaqGS:PHAT,"Phathom Pharmaceuticals, Inc. (NasdaqGS:PHAT)"
1792044,pharma,Drugs (Pharmaceutical),NasdaqGS:VTRS,Viatris Inc. (NasdaqGS:VTRS)
1795139,pharma,Drugs (Pharmaceutical),CNSX:GTII,Green Thumb Industries Inc. (CNSX:GTII)
1802665,pharma,Drugs (Pharmaceutical),NasdaqGM:HRMY,"Harmony Biosciences Holdings, Inc. (NasdaqGM:HRMY)"
1802768,pharma,Drugs (Pharmaceutical),NasdaqGS:RPRX,Royalty Pharma plc (NasdaqGS:RPRX)
1808665,pharma,Drugs (Pharmaceutical),NasdaqCM:ASRT,"Assertio Holdings, Inc. (NasdaqCM:ASRT)"
1811063,pharma,Drugs (Pharmaceutical),NYSE:NUVB,Nuvation Bio Inc. (NYSE:NUVB)
1811623,pharma,Drugs (Pharmaceutical),OTCPK:PXMD,"PaxMedica, Inc. (OTCPK:PXMD)"
1813452,pharma,Drugs (Pharmaceutical),CNSX:PLTH,Planet 13 Holdings Inc. (CNSX:PLTH)
1813814,pharma,Drugs (Pharmaceutical),NasdaqGS:MNMD,Mind Medicine (MindMed) Inc. (NasdaqGS:MNMD)
1815776,pharma,Drugs (Pharmaceutical),NasdaqGS:LENZ,"LENZ Therapeutics, Inc. (NasdaqGS:LENZ)"
1815903,pharma,Drugs (Pharmaceutical),OTCPK:PTPI,"Petros Pharmaceuticals, Inc. (OTCPK:PTPI)"
1815974,pharma,Drugs (Pharmaceutical),NasdaqCM:ANEB,"Anebulo Pharmaceuticals, Inc. (NasdaqCM:ANEB)"
1819253,pharma,Drugs (Pharmaceutical),NasdaqGM:BTMD,biote Corp. (NasdaqGM:BTMD)
1819576,pharma,Drugs (Pharmaceutical),NasdaqCM:LQDA,Liquidia Corporation (NasdaqCM:LQDA)
1819790,pharma,Drugs (Pharmaceutical),NasdaqGS:TARS,"Tarsus Pharmaceuticals, Inc. (NasdaqGS:TARS)"
1820190,pharma,Drugs (Pharmaceutical),NasdaqCM:SCLX,Scilex Holding Company (NasdaqCM:SCLX)
1821825,pharma,Drugs (Pharmaceutical),NYSE:OGN,Organon & Co. (NYSE:OGN)
1831363,pharma,Drugs (Pharmaceutical),NasdaqGS:TERN,"Terns Pharmaceuticals, Inc. (NasdaqGS:TERN)"
1834105,pharma,Drugs (Pharmaceutical),NYSEAM:IBO,Impact BioMedical Inc. (NYSEAM:IBO)
1835579,pharma,Drugs (Pharmaceutical),NasdaqCM:IMA,"ImageneBio, Inc. (NasdaqCM:IMA)"
1842295,pharma,Drugs (Pharmaceutical),NasdaqGM:MAZE,"Maze Therapeutics, Inc. (NasdaqGM:MAZE)"
1842952,pharma,Drugs (Pharmaceutical),NasdaqCM:CNTX,Context Therapeutics Inc. (NasdaqCM:CNTX)
1847345,pharma,Drugs (Pharmaceutical),NasdaqCM:ASBP,"Aspire Biopharma Holdings, Inc. (NasdaqCM:ASBP)"
1847367,pharma,Drugs (Pharmaceutical),NasdaqGS:ALMS,Alumis Inc. (NasdaqGS:ALMS)
1848416,pharma,Drugs (Pharmaceutical),NEOE:VRNO,Verano Holdings Corp. (NEOE:VRNO)
1851194,pharma,Drugs (Pharmaceutical),NasdaqGS:VTYX,"Ventyx Biosciences, Inc. (NasdaqGS:VTYX)"
1855175,pharma,Drugs (Pharmaceutical),NasdaqGS:CTNM,"Contineum Therapeutics, Inc. (NasdaqGS:CTNM)"
1856725,pharma,Drugs (Pharmaceutical),NasdaqGM:RANI,"Rani Therapeutics Holdings, Inc. (NasdaqGM:RANI)"
1858685,pharma,Drugs (Pharmaceutical),NasdaqCM:BFRI,Biofrontera Inc. (NasdaqCM:BFRI)
1862150,pharma,Drugs (Pharmaceutical),NasdaqCM:CING,Cingulate Inc. (NasdaqCM:CING)
1867066,pharma,Drugs (Pharmaceutical),NasdaqCM:DERM,Journey Medical Corporation (NasdaqCM:DERM)
1867096,pharma,Drugs (Pharmaceutical),NasdaqGS:XERS,"Xeris Biopharma Holdings, Inc. (NasdaqGS:XERS)"
1880438,pharma,Drugs (Pharmaceutical),NasdaqGS:ANTX,"AN2 Therapeutics, Inc. (NasdaqGS:ANTX)"
1885522,pharma,Drugs (Pharmaceutical),NasdaqGS:NMRA,"Neumora Therapeutics, Inc. (NasdaqGS:NMRA)"
1886799,pharma,Drugs (Pharmaceutical),OTCPK:BGXX.Q,Bright Green Corporation (OTCPK:BGXX.Q)
1904286,pharma,Drugs (Pharmaceutical),NasdaqCM:MIRA,"MIRA Pharmaceuticals, Inc. (NasdaqCM:MIRA)"
1909747,pharma,Drugs (Pharmaceutical),OTCPK:JUSH.F,Jushi Holdings Inc. (OTCPK:JUSH.F)
1913577,pharma,Drugs (Pharmaceutical),OTCPK:SMNR,"Semnur Pharmaceuticals, Inc. (OTCPK:SMNR)"
1937993,pharma,Drugs (Pharmaceutical),NasdaqCM:CVKD,"Cadrenal Therapeutics, Inc. (NasdaqCM:CVKD)"
1946563,pharma,Drugs (Pharmaceutical),NasdaqCM:SXTP,"60 Degrees Pharmaceuticals, Inc. (NasdaqCM:SXTP)"
1971532,pharma,Drugs (Pharmaceutical),NasdaqCM:TELO,"Telomir Pharmaceuticals, Inc. (NasdaqCM:TELO)"
1979414,pharma,Drugs (Pharmaceutical),NasdaqGM:NTHI,"NeOnc Technologies Holdings, Inc. (NasdaqGM:NTHI)"
1984086,pharma,Drugs (Pharmaceutical),NasdaqGM:SEPN,"Septerna, Inc. (NasdaqGM:SEPN)"
1999480,pharma,Drugs (Pharmaceutical),NYSE:ANRO,"Alto Neuroscience, Inc. (NYSE:ANRO)"
2012593,pharma,Drugs (Pharmaceutical),NasdaqGM:RAPP,"Rapport Therapeutics, Inc. (NasdaqGM:RAPP)"
